Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price
Mahindra Verito 1.5 D4 BSIV,Mahindra,Hyderabad,2013,107000,Diesel,Manual,First,1461,65,5,21.03,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,MercedesBenz,Coimbatore,2018,29161,Diesel,Automatic,First,2143,167.62,5,19.27,39.41
Maruti Wagon R VXI,Maruti,Kolkata,2013,32000,Petrol,Manual,First,998,67.04,5,22.5,2.65
Nissan Terrano XV Premium 110 PS Anniversary Edition,Nissan,Coimbatore,2015,46173,Diesel,Manual,Second,1461,108.5,5,19.01,8.92
Maruti Swift VDI BSIV,Maruti,Delhi,2013,47000,Diesel,Manual,First,1248,74,5,17.8,4.1
Mini Cooper Convertible S,Mini,Kochi,2017,26327,Petrol,Automatic,First,1998,189.08,4,16.82,35.67
Tata Indica V2 DLS BSII,Tata,Jaipur,2007,200000,Diesel,Manual,Second,1396,53.5,5,17.2,0.85
Chevrolet Beat LT,Chevrolet,Kochi,2016,60813,Petrol,Manual,Second,1199,76.8,5,18.6,3.32
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Mumbai,2012,45000,Diesel,Manual,First,1199,73.9,5,22.07,3.6
Maruti Swift ZDi,Maruti,Hyderabad,2016,64000,Diesel,Manual,First,1248,74,5,22.9,6.8
Ford Figo Diesel EXI,Ford,Kolkata,2012,41284,Diesel,Manual,First,1399,68.05,5,20,2.5
Toyota Innova Crysta 2.8 GX AT,Toyota,Kochi,2019,14165,Diesel,Automatic,First,2755,171.5,7,11.36,19.64
Hyundai Santa Fe 4x4 AT,Hyundai,Mumbai,2011,67000,Diesel,Automatic,Second,2199,194.3,7,11.72,7
Honda City i-VTEC V,Honda,Kolkata,2011,32572,Petrol,Manual,First,1497,117.3,5,17.4,3.87
Hyundai i20 1.2 Magna Executive,Hyundai,Kochi,2018,14960,Petrol,Manual,First,1197,81.83,5,18.6,6.27
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,MercedesBenz,Kochi,2015,55980,Diesel,Automatic,First,2143,167.62,5,19.27,18.12
Chevrolet Beat Diesel LT,Chevrolet,Mumbai,2013,74000,Diesel,Manual,First,936,57.6,5,25.44,2.65
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Kochi,2015,56847,Diesel,Manual,First,1396,88.73,5,22.54,7.2
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,Coimbatore,2015,121374,Diesel,Manual,First,2494,100.6,7,12.99,14.3
Maruti Ertiga VDI,Maruti,Chennai,2013,52000,Diesel,Manual,First,1248,88.76,7,20.77,6.9
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Mumbai,2014,118000,Diesel,Manual,First,2494,102,7,12.8,10.75
Hyundai Santro Xing XO eRLX Euro II,Hyundai,Mumbai,2007,72000,Petrol,Manual,Third,1086,74,5,17,0.95
Honda City i VTEC V,Honda,Kochi,2016,33915,Petrol,Manual,First,1497,117.3,5,17.8,8.09
BMW X1 sDrive20d,BMW,Ahmedabad,2014,82002,Diesel,Automatic,First,1995,184,5,17.05,18.5
Hyundai Grand i10 CRDi Era,Hyundai,Mumbai,2017,33000,Diesel,Manual,First,1120,70,5,24,4.75
Maruti Ciaz 1.3 Alpha,Maruti,Chennai,2016,34000,Diesel,Manual,First,1248,88.5,5,28.09,8.45
Skoda Rapid Leisure 1.6 TDI MT,Skoda,Kolkata,2012,55000,Diesel,Manual,First,1598,103.6,5,20.5,3.5
Hyundai Accent CRDi,Hyundai,Kochi,2006,160538,Diesel,Manual,First,1493,82,5,13.1,1.8
Volkswagen Polo GT 1.5 TDI,Volkswagen,Jaipur,2014,60000,Diesel,Manual,Second,1498,103.6,5,19.91,3.7
Honda Jazz 1.2 VX i VTEC,Honda,Coimbatore,2017,49575,Petrol,Manual,First,1199,88.7,5,18.7,7.17
Hyundai i10 Era,Hyundai,Jaipur,2010,83000,Petrol,Manual,First,1086,68.05,5,19.81,1.75
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Hyundai,Kochi,2018,51346,Diesel,Automatic,First,1995,183,5,16.38,21.99
Toyota Innova Crysta 2.4 ZX MT,Toyota,Pune,2017,43000,Diesel,Manual,First,2393,147.8,7,13.68,18.65
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Maruti,Jaipur,2011,35000,Petrol,Manual,Third,796,35,5,19.7,1.85
Maruti Swift VXI BSIV,Maruti,Coimbatore,2017,27872,Petrol,Manual,Second,1197,81.8,5,20.4,5.95
Hyundai Grand i10 Magna,Hyundai,Mumbai,2014,16514,Petrol,Manual,First,1197,82,5,18.9,3.75
Maruti Swift VDI,Maruti,Pune,2012,120000,Diesel,Manual,First,1248,74,5,22.9,3.75
Hyundai Verna CRDi 1.6 SX,Hyundai,Hyderabad,2008,143275,Diesel,Manual,First,1582,126.2,5,22,2.6
Hyundai Santro Xing XL,Hyundai,Hyderabad,2006,99000,Petrol,Manual,First,1086,74,5,0,1.75
Hyundai i20 1.2 Sportz,Hyundai,Mumbai,2010,52000,Petrol,Manual,First,1197,80,5,17,2.8
Mercedes-Benz GLE 350d,MercedesBenz,Coimbatore,2017,29819,Diesel,Automatic,First,2987,254.79,5,11.57,61.29
Mercedes-Benz New C-Class C 220 CDI CLASSIC,MercedesBenz,Bangalore,2014,57000,Diesel,Manual,Second,2148,170,5,15.8,18
Maruti Ritz ZDi,Maruti,Hyderabad,2014,88500,Diesel,Manual,First,1248,73.94,5,23.2,4.35
Hyundai Creta 1.6 CRDi SX,Hyundai,Bangalore,2016,28000,Diesel,Manual,First,1582,126.2,5,19.67,13.75
Maruti A-Star Vxi,Maruti,Pune,2010,67000,Petrol,Manual,First,998,66.1,5,19,2
Renault Duster 110PS Diesel RXZ Option,Renault,Delhi,2016,26000,Diesel,Manual,First,1461,108.45,5,19.64,10
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Fiat,Delhi,2010,120000,Diesel,Manual,First,1248,76,5,17.8,1.65
BMW X3 xDrive30d M Sport,BMW,Coimbatore,2017,51982,Diesel,Automatic,First,2993,258,5,16.55,45.77
Hyundai i10 Sportz,Hyundai,Bangalore,2010,36000,Petrol,Manual,Second,1197,78.9,5,20.36,3.25
Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,Pune,2016,47000,Diesel,Manual,First,2494,102,7,12.8,12.8
Maruti Zen VXI BSII,Maruti,Mumbai,2002,60000,Petrol,Manual,Third,993,60,5,17.3,0.55
Maruti Swift VDI,Maruti,Hyderabad,2018,31025,Diesel,Manual,First,1248,74,5,28.4,7.15
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,Pune,2013,105000,Diesel,Manual,Second,2179,120,8,12.05,7
Tata Zest Quadrajet 1.3 75PS XE,Tata,Pune,2017,121900,Diesel,Manual,First,1248,74,5,22.95,3.75
Ford EcoSport 1.0 Ecoboost Titanium Plus,Ford,Mumbai,2017,22695,Petrol,Manual,First,999,123.24,5,18.88,8.5
Maruti Swift Dzire ZDI,Maruti,Jaipur,2012,73000,Diesel,Manual,First,1248,74,5,23.4,4.35
Maruti Alto 800 LXI,Maruti,Kochi,2016,32227,Petrol,Manual,First,796,47.3,5,22.74,3.26
Honda City 1.5 S MT,Honda,Jaipur,2011,55000,Petrol,Manual,First,1497,118,5,17,4.21
Audi Q7 3.0 TDI Quattro Technology,Audi,Kochi,2018,11287,Diesel,Automatic,First,2967,241.4,7,12.07,70.36
Skoda Laura 1.9 TDI AT Ambiente,Skoda,Mumbai,2009,48000,Diesel,Automatic,Second,1896,105,5,17,2.95
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Kochi,2012,54308,Petrol,Manual,First,1591,121.3,5,17.1,4.28
Honda City 1.5 V AT,Honda,Jaipur,2009,78442,Petrol,Automatic,First,1497,118,5,16.8,3.57
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,Kolkata,2013,46000,Diesel,Manual,First,1396,88.8,5,21.9,3.11
Hyundai i20 Sportz AT 1.4,Hyundai,Coimbatore,2014,45051,Petrol,Automatic,First,1396,98.6,5,15,5.96
Volkswagen Vento Diesel Highline,Volkswagen,Hyderabad,2011,69000,Diesel,Manual,First,1598,103.6,5,20.54,4.7
Honda City i VTEC VX,Honda,Ahmedabad,2014,49000,Petrol,Manual,First,1497,117.3,5,17.4,6.9
Tata Zest Quadrajet 1.3 75PS XE,Tata,Pune,2018,45000,Diesel,Manual,First,1248,74,5,22.95,5.25
BMW 5 Series 2003-2012 520d,BMW,Pune,2015,64000,Diesel,Automatic,First,1995,177,5,18.48,28
Maruti Wagon R LXI Minor,Maruti,Delhi,2009,60000,Petrol,Manual,First,1061,67,5,18.9,1.35
Honda Jazz VX,Honda,Delhi,2015,62178,Petrol,Manual,First,1199,88.7,5,18.2,4.85
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Volkswagen,Coimbatore,2012,58006,Diesel,Manual,First,1896,105,5,15,6.7
Hyundai i10 Magna 1.2,Hyundai,Hyderabad,2010,74000,Petrol,Manual,First,1197,78.9,5,20.36,3.1
Mercedes-Benz New C-Class C 220 CDI Avantgarde,MercedesBenz,Kochi,2015,77771,Diesel,Automatic,First,2143,170,5,19.27,18.64
Hyundai i10 Magna 1.2 iTech SE,Hyundai,Pune,2012,45275,Petrol,Manual,First,1197,78.9,5,20.36,2.8
Toyota Innova Crysta 2.4 ZX MT,Toyota,Chennai,2016,48000,Diesel,Manual,First,2393,147.8,7,13.68,20.25
Audi A6 2011-2015 2.0 TDI Technology,Audi,Kochi,2015,31652,Diesel,Automatic,First,1968,174.33,5,17.68,26.78
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Hyderabad,2010,109000,Diesel,Manual,Second,2494,100.6,7,12.99,8.26
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Mumbai,2015,31978,Petrol,Manual,First,1198,73.9,5,16.47,3.89
Maruti Alto K10 LXI,Maruti,Hyderabad,2011,70000,Petrol,Manual,First,998,67.1,5,20.92,2.1
Honda City i-VTEC CVT ZX,Honda,Mumbai,2017,15000,Petrol,Automatic,First,1497,117.3,5,18,12.69
Tata Indigo LX,Tata,Coimbatore,2013,59138,Diesel,Manual,First,1405,70,5,17,2.58
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Kochi,2014,61726,Diesel,Automatic,First,1968,174.33,5,17.68,20.77
Mercedes-Benz GLA Class 200 CDI SPORT,MercedesBenz,Delhi,2015,48000,Diesel,Automatic,First,2143,136,5,17.9,20.26
Hyundai Santro Xing XL,Hyundai,Chennai,2006,58000,Petrol,Manual,Second,1086,74,5,0,1.5
Maruti Swift VDI BSIV,Maruti,Kolkata,2011,60020,Diesel,Manual,First,1248,74,5,17.8,2.5
Maruti Celerio VXI AT,Maruti,Hyderabad,2014,77815,Petrol,Automatic,First,998,67.04,5,23.1,4.25
Mercedes-Benz GLE 250d,MercedesBenz,Hyderabad,2017,29000,Diesel,Automatic,First,2143,201.15,5,17.9,57
Land Rover Range Rover HSE Dynamic,Land,Delhi,2017,44000,Diesel,Automatic,First,2179,187.7,5,12.7,44
Volkswagen Vento Diesel Trendline,Volkswagen,Hyderabad,2011,108626,Diesel,Manual,First,1598,103.6,5,20.54,3.65
Maruti Omni 8 Seater BSIV,Maruti,Hyderabad,2012,71791,Petrol,Manual,First,796,35,5,14,2.05
Honda Brio 1.2 VX MT,Honda,Kochi,2012,91931,Petrol,Manual,First,1198,86.8,5,18.5,3.13
Tata Sumo Delux,Tata,Hyderabad,2000,158000,Diesel,Manual,Second,2956,83.1,7,14.07,1.5
Tata Indica Vista Aura 1.3 Quadrajet,Tata,Pune,2012,91183,Diesel,Manual,First,1248,75,5,18,2.85
Maruti Wagon R LXI BS IV,Maruti,Delhi,2012,65000,Petrol,Manual,First,998,67.1,5,18.9,2.65
Mahindra XUV500 W8 4WD,Mahindra,Hyderabad,2015,88428,Diesel,Manual,First,2179,140,7,16,10.6
Tata Indigo LS Dicor,Tata,Pune,2008,138000,Diesel,Manual,Second,1396,70,5,17.1,1.25
Maruti Ertiga Paseo VXI,Maruti,Mumbai,2018,18000,Petrol,Manual,First,1373,93.7,7,16.02,8.25
Honda Accord 2.4 A/T,Honda,Mumbai,2011,60000,Petrol,Automatic,First,2354,177.6,5,11.7,4.45
Maruti Swift Dzire VDi,Maruti,Kolkata,2012,48000,Diesel,Manual,First,1248,73.9,5,19.3,3.7
Ford Fiesta EXi 1.4 TDCi Ltd,Ford,Hyderabad,2009,160000,Diesel,Manual,First,1399,68,5,17.8,2.8
Honda City ZX GXi,Honda,Kolkata,2008,40000,Petrol,Manual,First,1497,78,5,17.7,1.8
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Kochi,2014,51495,Diesel,Automatic,First,1968,174.33,5,17.68,21.95
BMW 6 Series 640d Gran Coupe,BMW,Mumbai,2011,30000,Diesel,Automatic,First,2993,313,4,9.52,49
Audi Q7 45 TDI Quattro Technology,Audi,Coimbatore,2017,97430,Diesel,Automatic,First,2967,245,7,14.75,62.67
Maruti Zen Estilo LXI Green (CNG),Maruti,Pune,2008,42496,CNG,Manual,First,998,67.1,5,26.3,1.4
Hyundai i20 1.4 CRDi Asta,Hyundai,Pune,2012,83000,Diesel,Manual,First,1396,90,5,23,5.5
Hyundai i10 Sportz AT,Hyundai,Bangalore,2009,37000,Petrol,Automatic,Third,1197,78.9,5,16.95,2.95
Honda Jazz 1.2 V CVT i VTEC,Honda,Kochi,2016,28503,Petrol,Automatic,First,1199,88.7,5,19,6.86
Maruti Swift VDI BSIV,Maruti,Hyderabad,2015,76496,Diesel,Manual,First,1248,74,5,25.2,6.15
Hyundai i20 Asta 1.2,Hyundai,Pune,2011,79152,Petrol,Manual,Second,1197,82.85,5,18.5,3.3
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Kolkata,2011,32000,Petrol,Manual,First,1198,73.9,5,16.47,2.55
Maruti Alto LXi,Maruti,Ahmedabad,2009,35000,Petrol,Manual,First,796,46.3,5,19.7,1.5
Toyota Corolla H4,Toyota,Chennai,2004,105000,Petrol,Automatic,Second,1794,125,5,11.3,2.5
Maruti Alto LXi,Maruti,Chennai,2006,56000,Petrol,Manual,Second,796,46.3,5,19.7,1.4
Tata Manza ELAN Quadrajet BS IV,Tata,Pune,2012,73000,Diesel,Manual,First,1248,88.8,5,21.12,3.4
Maruti Alto LXi,Maruti,Pune,2012,38000,Petrol,Manual,First,796,46.3,5,19.7,2.25
Skoda Octavia Ambition Plus 2.0 TDI AT,Skoda,Kolkata,2013,775000,Diesel,Automatic,First,1968,141,5,19.3,7.5
Toyota Corolla H4,Toyota,Kolkata,2008,80000,Petrol,Automatic,First,1794,125,5,11.3,2.8
Hyundai i20 Asta Option 1.2,Hyundai,Coimbatore,2016,24973,Petrol,Manual,First,1197,81.83,5,18.6,7.66
Maruti Vitara Brezza LDi,Maruti,Chennai,2016,45000,Diesel,Manual,First,1248,88.5,5,24.3,7.15
Honda City 1.5 V MT,Honda,Delhi,2010,87430,Petrol,Manual,First,1497,118,5,17,3.5
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Hyderabad,2014,133944,Diesel,Manual,Second,1248,75,5,18,3.5
Honda Amaze S i-Dtech,Honda,Kolkata,2013,57000,Diesel,Manual,First,1498,98.6,5,25.8,3.45
Hyundai EON D Lite Plus,Hyundai,Coimbatore,2016,27904,Petrol,Manual,First,814,55.2,5,21.1,3.55
BMW 3 Series Luxury Line,BMW,Kochi,2015,30717,Diesel,Automatic,Second,1995,190,5,21.76,25.99
Hyundai Verna 1.6 SX,Hyundai,Bangalore,2012,80000,Diesel,Manual,First,1582,126.32,5,22.32,5.25
Tata Manza Club Class Quadrajet90 LS,Tata,Ahmedabad,2013,47304,Diesel,Manual,First,1248,88.8,5,21.02,2.9
Skoda Octavia RS,Skoda,Jaipur,2005,100000,Petrol,Automatic,First,1984,227,5,14.45,2.05
Maruti Alto K10 VXI,Maruti,Pune,2017,30000,Petrol,Manual,First,998,67.1,5,24.07,3.75
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Mumbai,2014,68000,Diesel,Manual,First,1498,89.84,5,22.7,6.75
Chevrolet Spark 1.0 LS,Chevrolet,Kolkata,2011,21000,Petrol,Manual,Second,995,62,5,18,0.95
Jaguar XF 2.0 Diesel Portfolio,Jaguar,Hyderabad,2017,21000,Diesel,Automatic,First,1999,177,5,19.33,52
Honda CR-V RVi MT,Honda,Jaipur,2007,119000,Petrol,Manual,Third,1997,141.1,5,13.1,3.91
Skoda Superb L&K 1.8 TSI AT,Skoda,Kochi,2019,13747,Petrol,Automatic,First,1798,177.46,5,14.67,27.3
Hyundai i10 Magna 1.2,Hyundai,Chennai,2009,620000,Petrol,Manual,First,1197,78.9,5,20.36,2.7
Maruti Swift LDI,Maruti,Delhi,2013,70000,Diesel,Manual,First,1248,74,5,22.9,3.5
Maruti Swift Dzire VXi AT,Maruti,Mumbai,2016,18000,Petrol,Automatic,First,1197,83.14,5,18.5,6.2
Nissan Micra Diesel XV,Nissan,Chennai,2011,83000,Diesel,Manual,First,1461,63.1,5,23.08,2.75
Maruti Swift Dzire Tour LDI,Maruti,Mumbai,2015,130000,Diesel,Manual,First,1248,74,5,23.4,3.25
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Pune,2012,63400,Diesel,Manual,First,1399,67,5,17.8,3.25
Maruti Zen LX,Maruti,Kolkata,2003,65000,Petrol,Manual,First,993,60,5,17.3,0.65
Mini Clubman Cooper S,Mini,Pune,2017,8350,Petrol,Manual,First,1998,192,5,13.8,35
Toyota Etios GD,Toyota,Kolkata,2014,45000,Diesel,Manual,First,1364,67.05,5,23.59,3.25
Maruti Alto 800 2016-2019 LXI,Maruti,Kolkata,2018,26200,Petrol,Manual,First,796,47.3,5,24.7,2.9
Maruti Alto VXi,Maruti,Bangalore,2011,11000,Petrol,Manual,Third,796,47,5,18.9,2.9
BMW X5 3.0d,BMW,Bangalore,2009,90000,Diesel,Automatic,Second,2993,235,5,11,17.75
Nissan Teana XV,Nissan,Mumbai,2015,74000,Petrol,Automatic,Second,2496,179.5,5,11.07,8.25
Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,2015,37081,Petrol,Automatic,First,1197,82,5,18.9,5.77
Maruti Vitara Brezza ZDi Plus,Maruti,Hyderabad,2017,39000,Diesel,Manual,First,1248,88.5,5,24.3,9.49
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Mumbai,2008,99000,Diesel,Automatic,Third,2967,241.4,7,12.07,12.95
Mercedes-Benz GLA Class 200 CDI,MercedesBenz,Chennai,2015,38000,Diesel,Automatic,First,2143,136,5,17.9,20
Maruti 800 AC,Maruti,Chennai,2007,72000,Petrol,Manual,Third,796,37,4,16.1,1
Renault Duster 85PS Diesel RxL,Renault,Chennai,2015,93000,Diesel,Manual,Second,1461,83.8,5,20.45,7.1
Toyota Corolla Altis D-4D GL,Toyota,Mumbai,2017,5900,Diesel,Manual,First,1364,87.2,5,21.43,16.5
Mercedes-Benz New C-Class 220,MercedesBenz,Chennai,2014,25000,Diesel,Manual,First,2148,170,5,15.8,26
Maruti Ritz VDi,Maruti,Hyderabad,2010,68000,Diesel,Manual,Second,1248,73.9,5,21.1,3.2
Honda BRV i-VTEC V CVT,Honda,Kochi,2017,35676,Petrol,Automatic,First,1497,117.3,7,16,9.48
Hyundai Xcent 1.1 CRDi Base,Hyundai,Kochi,2015,74310,Diesel,Manual,First,1120,71,5,24.4,4
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,MercedesBenz,Jaipur,2014,59364,Diesel,Automatic,First,2143,203,5,14.21,26.5
Mercedes-Benz B Class B180,MercedesBenz,Kochi,2014,41380,Petrol,Automatic,Second,1595,120.7,5,14.8,11.77
Mercedes-Benz E-Class 2015-2017 E250 Edition E,MercedesBenz,Bangalore,2017,33900,Diesel,Automatic,First,2143,204,5,15,37
Honda City i VTEC VX Option,Honda,Mumbai,2016,28000,Petrol,Manual,First,1497,117.3,5,17.8,8.75
Hyundai Santro Xing XL eRLX Euro III,Hyundai,Hyderabad,2007,50958,Petrol,Manual,First,1086,74,5,17,1.95
Honda City 1.5 S MT,Honda,Chennai,2011,93982,Petrol,Manual,First,1497,118,5,17,3.75
Hyundai Verna Transform VTVT,Hyundai,Pune,2010,95000,Petrol,Manual,First,1599,103.2,5,16.2,2.5
Jaguar XE Portfolio,Jaguar,Mumbai,2017,9000,Petrol,Automatic,First,1999,246.74,5,13.5,34.5
Honda Amaze S i-Vtech,Honda,Delhi,2015,52516,Petrol,Manual,First,1198,86.7,5,18,4.65
Mini Cooper Convertible 1.6,Mini,Bangalore,2015,20000,Petrol,Automatic,First,1598,122,4,18.86,32
Mercedes-Benz S Class 2005 2013 S 350 CDI,MercedesBenz,Coimbatore,2017,56451,Diesel,Automatic,First,2987,282,5,13.5,62.81
Hyundai EON Magna Plus,Hyundai,Chennai,2014,37000,Petrol,Manual,First,814,55.2,5,21.1,3.25
Maruti Wagon R VXI BS IV,Maruti,Kolkata,2014,17400,Petrol,Manual,First,998,67.04,5,20.51,3.1
Maruti Ritz LDi,Maruti,Coimbatore,2011,90207,Diesel,Manual,First,1248,73.9,5,21.1,3.91
BMW 3 Series 320d Sedan,BMW,Chennai,2011,89616,Diesel,Automatic,First,1995,181,5,16.07,11
Tata Xenon XT EX 4X2,Tata,Pune,2014,85000,Diesel,Manual,First,2179,138.03,5,13.49,3.5
Audi A3 35 TDI Attraction,Audi,Chennai,2014,79271,Diesel,Automatic,First,1968,143,5,20.38,16.5
Land Rover Range Rover 2.2L Dynamic,Land,Hyderabad,2012,56000,Diesel,Automatic,First,2179,187.7,5,12.7,30
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,MercedesBenz,Pune,2010,85001,Diesel,Automatic,Second,2987,224,7,12,28
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Mitsubishi,Hyderabad,2018,12000,Diesel,Automatic,First,2477,175.56,7,13.5,28
Maruti Alto LX,Maruti,Jaipur,2010,125000,Petrol,Manual,First,796,46.3,5,19.7,0.92
Maruti Wagon R LXI BSIII,Maruti,Pune,2013,53000,Petrol,Manual,First,1061,64,5,14,2.75
Land Rover Range Rover 2.2L Prestige,Land,Coimbatore,2017,34990,Diesel,Automatic,First,2179,187.7,5,12.7,53.83
Hyundai Verna 1.6 SX VTVT,Hyundai,Pune,2011,49768,Petrol,Manual,Second,1591,121.3,5,17.01,4.95
BMW 5 Series 525d Sedan,BMW,Hyderabad,2013,56000,Diesel,Automatic,First,2993,218,5,16.73,33.5
Jaguar XF Diesel,Jaguar,Bangalore,2013,75000,Diesel,Automatic,First,2993,270.9,5,14.74,27.95
Skoda Superb Elegance 1.8 TSI AT,Skoda,Hyderabad,2010,57000,Petrol,Automatic,First,1798,157.75,5,13.7,7.25
Audi Q3 35 TDI Quattro Premium,Audi,Kochi,2017,37542,Diesel,Automatic,First,1968,174.33,5,15.73,25.71
Land Rover Range Rover 2.2L Pure,Land,Coimbatore,2014,95649,Diesel,Automatic,First,2179,187.7,5,12.7,29.67
Mercedes-Benz New C-Class 220 CDI AT,MercedesBenz,Jaipur,2013,35299,Diesel,Automatic,First,2143,170,5,14.84,19
Mahindra Scorpio S10 4WD,Mahindra,Kochi,2017,28464,Diesel,Manual,First,2179,120,7,15.4,13.05
BMW 3 Series Luxury Line,BMW,Mumbai,2015,41000,Diesel,Automatic,First,1995,190,5,21.76,25.5
Honda BR-V i-VTEC S MT,Honda,Pune,2017,9000,Petrol,Manual,First,1497,117.3,7,15.4,8.5
Volvo S80 2006-2013 D5,Volvo,Chennai,2010,92098,Diesel,Automatic,Second,2400,215,5,16,7.25
Hyundai Accent GLE,Hyundai,Pune,2005,5834,Petrol,Manual,First,1495,94,5,13.2,0.8
Hyundai i20 Active SX Petrol,Hyundai,Jaipur,2017,40250,Petrol,Manual,First,1197,81.86,5,17.19,6.9
Mercedes-Benz GLC 43 AMG Coupe,MercedesBenz,Coimbatore,2018,22397,Petrol,Automatic,First,2996,367,5,11.5,70.99
Hyundai EON Magna Plus,Hyundai,Kolkata,2015,20800,Petrol,Manual,Second,814,55.2,5,21.1,2.25
Hyundai Grand i10 SportZ Edition,Hyundai,Kochi,2018,40322,Petrol,Manual,First,1197,81.86,5,18.9,5.5
Honda City 1.5 EXI S,Honda,Mumbai,2013,52576,Petrol,Manual,First,1493,100,5,13,4.35
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Kolkata,2010,55000,Petrol,Manual,First,1198,73.9,5,16.47,2.25
Audi A6 35 TFSI Matrix,Audi,Mumbai,2016,47000,Petrol,Automatic,First,1798,187.74,5,15.26,24.5
Volkswagen Jetta 2007-2011 1.9 L TDI,Volkswagen,Hyderabad,2010,42021,Diesel,Manual,First,1968,74,5,0,5.45
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Coimbatore,2017,23163,Petrol,Manual,First,1591,121.3,5,15.29,12.03
Mercedes-Benz New C-Class C 200 CGI Avantgarde,MercedesBenz,Mumbai,2011,50000,Petrol,Automatic,Second,1796,186,5,11.74,8.5
Mini Cooper Convertible S,Mini,Mumbai,2014,11900,Petrol,Automatic,First,1998,189.08,4,16.82,28.5
Hyundai Santro Xing XO eRLX Euro II,Hyundai,Pune,2006,108000,Petrol,Manual,Second,1086,74,5,17,1.2
Toyota Etios VD,Toyota,Bangalore,2013,37000,Diesel,Manual,First,1364,67.04,5,23.59,5.75
Honda Brio S MT,Honda,Delhi,2014,30000,Petrol,Manual,Second,1198,86.8,5,19.4,3.2
Maruti Baleno Alpha Automatic,Maruti,Coimbatore,2018,12831,Petrol,Automatic,First,1197,83.1,5,21.4,9.89
Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,Coimbatore,2012,143017,Diesel,Automatic,First,1968,138.1,5,20,6.58
Hyundai EON Era Plus,Hyundai,Kochi,2018,13102,Petrol,Manual,First,814,55.2,5,21.1,4.06
Renault Captur 1.5 Diesel RXL,Renault,Coimbatore,2019,24950,Diesel,Manual,First,1461,108.45,5,20.37,13.37
BMW 5 Series 2003-2012 GT 530d LE,BMW,Coimbatore,2011,57832,Diesel,Automatic,First,2993,258,5,16.2,25.82
Maruti Alto 800 LXI,Maruti,Kochi,2016,34267,Petrol,Manual,First,796,47.3,5,22.74,3.74
Volvo V40 D3,Volvo,Bangalore,2015,33000,Diesel,Automatic,Second,1984,150,5,16.8,22
Maruti Wagon R LXI BSII,Maruti,Ahmedabad,2007,55100,Petrol,Manual,First,998,67.1,5,18.9,1.45
Honda City ZX GXi,Honda,Kolkata,2008,40000,Petrol,Manual,First,1497,78,5,17.7,2
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,Kochi,2017,31841,CNG,Manual,First,1196,73,5,15.1,4.7
Chevrolet Enjoy 1.4 LS 8,Chevrolet,Kolkata,2014,15000,Petrol,Manual,First,1399,98.79,8,13.7,3.75
Mahindra Bolero ZLX,Mahindra,Coimbatore,2016,82756,Diesel,Manual,First,2523,62.1,7,15.96,7.7
Hyundai Santro GLS I - Euro I,Hyundai,Coimbatore,2012,50243,Petrol,Manual,First,1086,74,5,0,3.35
Hyundai EON D Lite,Hyundai,Hyderabad,2014,20600,Petrol,Manual,First,814,55.2,5,21.1,2.6
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Coimbatore,2017,29952,Petrol,Automatic,First,1591,121.3,5,13,13.77
Volkswagen Vento 1.6 Comfortline,Volkswagen,Mumbai,2017,15000,Petrol,Manual,Second,1598,103.5,5,16.09,7.1
Honda Civic 2006-2010 1.8 S AT,Honda,Pune,2008,61938,Petrol,Automatic,Second,1799,130,5,12.9,2.65
