,km_Driven,Fuel_Type,Owner_Type,Engine CC,Power(bhp),Seats,Mileage Km/L,Price,No of Years,Transmission_Manual
465,46.0,3,2,1086,62.1,5,17.92,2.22,14,1
466,162.663,1,0,2494,100.0,7,12.99,10.5,10,1
467,25.142,1,0,1248,88.5,5,28.09,8.26,5,1
468,69.0,1,0,2982,169.0,7,12.55,14.45,9,1
469,80.524,3,2,1596,74.0,5,15.3,2.5,13,1
470,26.405,3,0,1950,191.34,5,12.6,51.43,4,0
471,45.0,1,0,2148,170.0,5,15.8,23.0,8,1
472,64.284,1,0,1968,108.49,5,17.72,5.5,10,1
473,27.0,3,0,1197,82.0,5,18.9,4.5,7,1
474,3.678,3,0,1196,86.8,5,18.16,6.8,4,1
475,21.0,3,0,1395,138.02,5,16.8,8.75,9,1
476,67.0,1,2,1461,83.8,5,19.87,7.0,7,1
477,24.0,1,2,1999,177.0,5,15.68,33.5,7,0
478,75.0,1,2,1399,68.0,5,20.0,2.25,11,1
479,179.0,1,2,2953,156.0,7,12.8,4.24,14,0
480,47.198,1,0,2982,168.5,7,12.55,28.42,5,1
481,52.0,1,0,1199,73.9,5,22.07,2.75,10,1
482,91.0,1,0,1248,73.94,5,23.2,3.0,11,1
483,60.0,1,0,1461,63.1,5,23.08,3.55,9,1
484,37.873,1,0,1582,126.32,5,22.32,4.8,9,1
485,31.0,3,0,2497,150.0,5,10.8,13.5,11,0
486,129.0,1,0,2987,258.0,7,11.0,56.0,5,0
487,78.0,3,0,2354,187.4,5,12.0,3.99,18,0
488,32.0,1,0,1582,126.2,5,17.01,15.5,6,0
489,59.0,3,2,1086,68.05,5,19.81,2.32,12,1
490,35.437,1,0,2143,136.0,5,20.0,18.58,6,0
491,98.0,3,0,1373,93.7,7,16.02,5.5,8,1
492,72.0,1,2,1896,66.0,5,18.7,3.2,16,1
493,79.0,3,0,1198,86.7,5,18.0,4.0,7,1
494,29.0,3,0,993,60.0,5,17.3,1.6,18,1
495,66.012,3,0,1586,103.3,5,15.5,4.15,9,1
496,35.0,3,0,1198,86.8,5,16.5,4.25,8,0
497,75.0,3,0,998,67.1,5,18.9,2.6,11,1
498,80.0,3,2,2362,164.7,5,12.1,3.43,14,0
499,32.717,3,0,1199,79.4,5,18.6,2.55,10,1
500,25.0,1,0,2982,168.5,7,12.55,32.0,5,0
501,79.0,1,0,1498,89.84,5,22.7,6.25,8,1
502,86.0,1,2,1248,75.0,5,17.8,3.6,12,1
503,137.0,1,0,2987,282.0,5,13.5,18.5,12,0
504,25.0,3,2,1497,117.3,7,17.3,4.25,7,1
505,8.5,3,2,1197,82.0,5,18.9,4.8,5,1
506,34.0,1,0,2179,140.0,7,16.0,13.0,7,0
507,41.629,3,2,1598,105.0,5,14.83,2.25,10,1
508,80.227,3,0,1086,62.1,5,17.92,2.3,13,1
509,8.587,3,0,1591,121.3,5,15.29,13.56,3,1
510,30.0,1,0,1997,120.0,7,15.4,12.25,5,1
511,64.186,1,0,1598,103.5,5,20.5,3.76,9,1
512,76.427,1,0,1461,108.45,5,19.01,8.58,7,1
513,75.0,1,0,2993,245.0,5,11.7,27.5,11,0
514,27.075,3,0,1496,88.73,5,17.6,4.95,9,1
515,30.0,3,0,998,67.04,5,22.5,3.3,10,1
516,69.434,3,0,1591,121.3,5,15.8,8.0,6,1
517,56.0,3,0,998,67.04,5,23.1,2.79,8,1
518,49.275,1,0,2179,187.7,5,12.7,45.64,5,0
519,8.7,3,0,1199,76.8,5,18.6,2.55,8,1
520,18.0,3,2,624,37.5,4,25.4,1.0,8,1
521,41.041,1,0,1968,174.33,5,17.68,37.56,5,0
522,80.464,1,2,2987,198.5,5,11.0,9.29,13,0
523,20.667,3,0,1197,81.8,5,22.0,6.37,3,1
524,60.283,3,0,1368,112.0,5,14.6,2.98,9,1
525,31.696,3,0,1197,81.8,5,20.4,5.75,5,1
526,100.0,1,0,2982,171.0,7,11.5,13.0,12,1
527,13.361,3,0,1373,93.7,7,16.02,6.8,8,1
528,48.394,3,0,1995,154.0,5,12.05,10.49,12,0
529,47.399,3,0,1373,93.7,7,16.02,5.6,8,1
530,69.0,3,2,1497,118.0,5,16.8,2.85,12,0
531,65.278,1,0,2199,194.3,7,14.66,8.36,9,1
532,108.0,1,0,1405,70.0,5,17.0,1.0,17,1
533,50.645,3,2,2497,204.0,5,10.93,10.75,12,0
534,130.002,1,0,1248,73.9,5,19.3,3.85,11,1
535,107.0,1,0,1399,67.0,5,17.8,3.0,10,1
536,41.95,3,0,1497,117.3,5,18.0,9.6,7,0
537,109.0,1,0,2982,168.5,7,13.0,13.25,10,1
538,9.0,3,0,1198,86.7,5,18.0,5.75,6,1
539,43.9,1,0,1396,88.73,5,22.54,6.75,8,1
540,64.0,1,2,1248,73.8,7,18.2,4.85,9,1
542,77.652,3,0,1586,103.2,5,12.6,2.85,13,0
543,55.0,1,0,2494,100.0,7,12.99,9.51,10,1
544,59.9,1,2,1995,177.0,5,18.48,18.5,10,0
545,73.539,1,0,1461,108.45,5,19.01,6.75,7,1
546,31.645,1,0,1995,190.0,5,20.68,29.4,5,0
547,69.69,3,0,1497,78.0,5,17.7,3.29,13,1
548,41.0,1,0,1248,88.5,5,28.09,9.5,6,1
549,109.2,3,2,1298,85.8,5,17.5,2.2,12,1
550,80.0,1,0,2179,140.0,7,15.1,6.5,10,1
551,51.0,3,0,1799,130.0,5,13.5,4.9,15,1
552,105.0,1,2,1248,88.5,7,25.47,6.75,9,1
553,179.0,1,0,1364,67.04,5,23.59,3.8,9,1
554,12.1,3,0,1984,207.8,2,9.9,29.5,9,0
555,31.0,1,0,1498,108.4,5,21.13,10.5,5,1
556,50.0,1,0,1498,88.8,5,20.14,6.2,7,1
557,48.0,1,0,1896,105.0,5,17.0,5.0,13,0
558,35.0,1,0,1461,65.0,5,19.2,2.3,15,1
559,100.2,1,0,2755,171.5,7,11.36,17.0,6,0
560,47.0,1,0,1995,184.0,5,18.88,25.5,8,0
561,63.642,1,0,1498,98.6,5,27.3,5.65,7,1
562,62.55,1,0,1498,98.6,5,25.8,5.6,7,1
563,37.34,1,0,2179,187.7,5,16.36,29.98,7,0
564,38.461,1,0,1248,74.0,5,26.59,7.39,6,1
565,29.0,1,0,1956,170.0,5,17.1,19.0,4,1
566,31.0,3,0,1794,132.0,5,12.5,5.0,12,1
567,42.086,3,0,1497,118.0,5,17.0,3.35,11,1
568,49.0,3,0,1197,85.8,5,18.6,4.45,9,1
569,77.24,1,0,1582,126.32,5,22.32,8.31,3,0
570,105.0,1,2,2523,62.1,7,15.96,6.0,10,1
571,35.0,1,0,1248,74.0,5,22.9,5.25,8,1
572,83.072,3,0,1086,74.0,5,17.0,1.4,16,1
573,202.082,1,0,1968,174.33,5,17.68,12.3,10,0
574,129.0,3,3,1299,70.0,5,13.8,1.5,18,1
575,33.558,1,0,1498,88.0,5,20.14,8.12,4,1
576,60.271,1,0,2523,63.0,7,13.6,6.12,10,1
577,45.366,1,0,1498,98.6,5,25.1,10.88,5,1
578,9.5,3,0,1199,82.5,5,18.2,3.5,8,1
579,42.362,3,0,1197,81.83,5,18.6,6.15,6,1
580,21.0,1,0,1995,184.0,5,17.05,33.0,6,0
581,15.2,1,0,1995,177.0,5,15.06,13.5,10,0
582,43.69,1,0,2982,168.5,7,12.55,17.11,7,0
584,53.073,1,0,1248,88.76,7,20.77,5.95,9,1
585,59.0,3,0,1197,80.0,5,18.5,5.75,7,1
587,55.0,1,0,1461,83.8,5,20.45,4.75,8,1
588,80.43,1,2,1493,100.0,7,17.21,3.3,9,1
589,71.932,1,0,2982,168.5,7,12.55,16.5,9,0
590,19.0,1,0,2993,258.0,7,15.97,44.0,8,0
591,81.759,1,0,1248,73.9,5,19.3,4.39,11,1
592,52.01,1,0,1248,74.0,5,25.2,6.2,4,1
593,58.953,3,0,1984,177.01,5,13.53,24.22,6,0
594,93.0,1,3,2835,107.2,6,10.5,5.45,14,1
595,10.0,1,0,2179,187.7,5,16.36,44.0,6,0
596,40.674,1,0,2755,171.5,7,11.36,24.82,3,0
597,50.0,1,0,1968,141.0,5,19.3,11.69,7,0
598,1.331,3,0,1798,138.03,5,14.28,20.0,4,0
599,60.0,3,0,796,35.0,8,19.7,1.45,12,1
600,10.003,1,0,2143,170.0,5,17.9,48.5,4,0
601,25.0,1,0,1498,108.5,5,21.5,9.45,6,0
602,73.0,1,0,2179,140.0,7,16.0,12.5,7,1
603,59.962,1,0,1461,83.8,5,20.45,6.9,8,1
604,72.0,1,2,1582,126.32,5,22.32,5.8,10,1
605,20.967,1,0,2993,258.0,5,14.69,44.56,6,0
606,35.0,1,2,2179,120.0,7,15.4,8.5,7,1
607,38.056,1,0,1582,126.2,5,23.9,10.7,5,1
608,94.0,1,2,2967,241.4,7,12.07,12.0,13,0
609,64.236,3,0,1150,76.0,5,14.7,2.44,12,1
610,124.0,1,0,2523,63.0,7,13.6,1.95,22,1
611,7.4,3,0,1197,82.0,5,19.1,4.35,8,1
612,52.0,1,0,2393,147.8,8,13.68,17.5,5,1
613,68.764,3,0,814,55.2,5,21.1,2.9,7,1
614,64.0,1,0,1199,73.9,5,22.07,2.9,9,1
615,21.558,1,0,1248,88.5,5,24.3,8.9,6,1
616,37.5,1,0,1995,184.0,5,18.88,16.75,9,0
617,14.077,3,0,814,55.2,5,21.1,3.95,6,1
618,70.0,3,0,1497,118.0,5,17.0,2.1,13,1
619,54.316,3,2,2354,177.6,5,12.8,4.29,11,1
620,90.764,1,0,2498,112.0,8,14.0,3.85,13,1
621,137.0,1,2,1995,170.0,5,13.2,9.0,13,0
622,127.0,3,2,1497,116.3,5,16.8,4.5,9,1
623,51.884,1,0,2179,140.0,7,16.0,12.46,6,1
624,67.407,1,0,1396,88.76,5,21.27,4.65,8,1
625,107.825,1,0,2982,168.5,7,13.0,20.5,8,1
626,82.453,1,0,2523,63.0,8,13.6,2.9,16,1
627,30.441,3,0,1298,85.0,5,15.9,1.45,15,1
629,11.0,1,0,1496,113.98,5,20.7,29.5,6,0
630,61.0,1,0,1968,174.33,5,15.73,25.0,7,0
631,48.454,3,2,1197,80.0,5,17.0,3.5,9,1
632,37.0,1,0,2179,154.0,7,14.1,11.25,5,1
633,32.249,1,0,1498,98.6,7,21.9,10.79,5,1
634,58.0,1,0,1968,138.03,5,19.33,5.9,9,1
635,28.36,3,0,1197,81.86,5,19.1,5.12,5,1
636,7.0,3,0,1197,81.8,5,20.89,5.7,5,1
637,19.658,1,0,1995,190.0,5,18.12,35.84,6,0
638,92.0,3,0,1299,70.0,5,13.8,1.25,15,1
639,25.0,3,0,1197,78.9,5,20.36,2.65,9,1
640,37.882,1,0,1582,126.3,5,22.32,9.19,6,1
641,69.33,1,0,1995,181.0,5,16.07,23.5,8,0
642,61.0,3,0,1796,185.0,5,12.3,12.5,11,0
643,35.0,3,2,1199,79.4,5,18.6,1.5,12,1
645,82.0,1,2,1405,74.0,5,13.5,0.75,13,1
646,72.45,1,0,2179,140.0,7,15.1,8.1,10,1
647,36.381,1,0,1248,88.5,5,28.09,9.75,5,1
648,25.559,1,0,2143,201.15,5,19.71,37.93,5,0
649,100.0,3,3,1497,78.0,5,16.4,1.96,17,0
650,94.0,1,0,2982,169.0,7,11.5,20.5,7,0
651,64.357,3,0,998,67.1,5,24.07,2.75,11,1
652,10.501,3,0,1999,237.4,5,9.43,75.0,5,0
653,47.0,1,0,1396,90.0,5,21.9,2.8,13,1
654,18.0,3,0,1497,117.3,7,16.0,9.25,5,0
655,89.0,3,0,1794,125.0,5,13.4,3.0,15,1
656,49.964,1,0,1968,174.33,5,17.68,23.89,8,0
657,35.0,1,0,2494,100.6,7,12.99,12.75,8,1
658,64.0,1,0,1120,70.0,5,24.0,4.15,8,1
659,36.0,3,0,1598,105.0,5,14.8,4.65,9,0
660,78.6,1,0,2494,102.0,7,12.8,8.9,10,1
661,170.0,1,2,1493,110.0,5,16.8,1.5,14,1
662,65.0,1,2,1248,73.94,5,23.2,3.27,7,1
663,120.3,1,2,2967,241.4,7,12.07,18.0,14,0
664,21.0,3,0,1197,81.83,5,18.6,6.3,6,1
665,18.108,1,0,1248,88.5,5,24.3,11.31,5,1
666,58.407,3,0,1497,117.3,5,17.4,6.16,8,1
667,49.5,3,0,1373,91.1,5,20.73,6.0,8,1
668,37.199,3,0,1498,99.6,5,17.5,5.43,9,0
669,62.0,1,0,1199,73.9,5,22.07,4.65,10,1
670,59.0,1,0,1248,88.8,7,20.77,7.5,7,1
671,60.0,1,0,1248,74.0,5,26.59,6.25,7,1
672,39.037,1,0,2143,170.0,5,14.84,9.25,15,0
673,17.003,3,0,1198,86.8,5,19.4,3.15,9,1
674,80.4,3,0,1086,66.7,5,16.0,2.3,14,1
675,75.2,1,0,1582,126.32,5,22.32,5.25,10,1
676,41.217,1,0,1248,88.5,5,28.09,7.4,5,1
677,98.293,3,2,1299,70.0,5,13.8,1.55,16,1
678,54.0,3,2,1199,74.0,5,16.2,6.0,5,1
679,17.377,3,0,1199,88.7,5,18.7,5.9,6,1
680,33.8,1,2,1498,98.6,5,25.8,4.7,9,1
681,86.157,1,0,1396,88.73,5,22.54,6.5,7,1
682,146.824,1,0,1248,73.9,5,21.1,3.55,10,1
683,55.0,3,0,1497,116.3,5,16.8,7.1,8,1
684,53.293,3,0,1798,160.0,5,13.14,6.0,12,1
685,38.0,1,0,1248,88.5,5,24.3,7.99,5,1
686,64.0,3,2,1197,80.0,5,17.0,4.1,13,1
687,25.058,3,0,998,67.1,5,24.07,3.95,5,0
688,36.7,3,0,814,55.2,5,21.1,4.38,6,1
689,35.0,3,0,1197,78.9,5,20.36,2.75,11,1
691,48.0,1,0,1968,187.74,5,18.53,29.0,8,0
692,62.084,1,0,1498,98.59,5,22.77,6.6,9,1
693,39.273,1,0,1968,140.0,5,14.3,6.99,10,0
694,64.798,1,0,2393,147.8,7,13.68,18.75,5,1
695,100.002,1,3,1399,68.0,5,20.0,1.28,12,1
696,78.0,3,3,1399,92.7,5,14.49,1.2,16,1
697,57.717,3,0,1197,85.8,5,18.5,4.31,9,1
698,109.0,1,0,2179,147.51,5,12.39,16.5,11,0
699,74.515,3,0,1197,82.0,5,18.9,5.64,5,1
701,13.452,1,0,1968,167.6,5,12.8,25.46,9,0
702,37.688,3,0,1591,121.3,5,17.01,7.88,5,1
703,34.0,1,0,2143,204.0,5,13.0,36.0,5,0
705,64.0,3,2,1298,85.8,5,17.5,2.85,14,1
706,100.0,3,0,1343,90.0,5,13.0,3.5,11,1
707,75.0,1,0,1461,83.8,5,20.46,7.5,8,1
708,86.0,1,0,2143,170.0,5,14.84,19.0,10,0
709,69.0,1,0,2993,258.0,5,15.97,54.0,7,0
710,41.721,3,0,1197,82.0,5,19.1,4.7,7,1
711,13.0,3,0,1197,81.8,5,22.0,8.5,5,0
712,38.998,1,0,1995,181.0,4,16.07,17.0,9,0
713,54.25,3,0,796,47.3,5,22.74,3.51,5,1
714,45.979,1,2,1968,174.33,5,17.11,19.5,9,0
715,37.0,3,2,1598,181.0,4,13.6,17.0,10,0
716,46.983,1,2,2967,241.4,7,12.07,43.35,7,0
717,40.7,1,0,936,57.6,5,25.44,2.65,10,1
718,43.828,3,0,998,67.04,5,20.51,3.52,7,1
719,53.0,1,0,1461,108.5,5,19.01,6.25,6,1
720,100.0,1,0,1995,184.0,5,18.88,24.75,7,0
721,19.0,3,0,1197,83.14,5,20.85,5.25,7,1
722,84.0,1,0,1968,108.5,5,17.72,11.0,6,1
723,37.63,3,0,1499,110.4,5,15.63,9.1,4,0
724,67.714,3,0,1197,80.0,5,18.5,3.25,12,1
725,32.0,1,0,1248,88.5,5,15.0,8.5,5,1
726,51.0,3,0,1599,103.2,5,16.2,3.1,12,1
727,58.39,1,0,1995,184.0,5,18.88,19.86,7,0
728,14.0,1,0,1186,73.97,5,24.0,4.9,5,1
729,55.818,3,2,1497,117.3,5,17.4,5.7,8,1
730,52.241,1,0,1248,74.0,5,25.2,2.9,10,1
731,25.433,1,0,1248,74.0,5,27.39,7.83,4,1
732,40.611,1,0,2179,138.1,7,14.0,8.15,7,1
733,72.0,3,2,1495,94.0,5,13.2,2.0,14,1
734,54.631,1,0,1248,74.0,5,25.2,6.25,6,1
735,60.0,1,2,1248,74.0,5,17.8,3.4,15,1
736,24.941,3,0,624,37.48,4,21.9,3.19,6,0
737,63.939,1,0,1248,88.5,7,25.47,7.75,5,1
738,35.214,3,2,998,67.04,5,23.1,3.2,8,0
739,63.0,1,0,1248,74.0,5,25.2,4.9,7,1
740,121.377,3,0,1598,103.6,5,15.04,3.8,10,1
741,100.97,1,0,1896,105.0,5,15.5,4.0,13,0
742,60.0,1,2,1496,113.98,5,20.7,23.5,8,0
743,77.65,1,0,1396,53.5,5,17.2,1.15,14,1
744,71.297,3,0,1086,74.0,5,17.0,2.2,15,1
745,18.955,3,0,1497,117.3,5,18.0,10.65,7,0
746,47.877,1,0,2179,187.7,5,16.36,35.68,6,0
747,43.368,1,0,2143,204.0,5,15.0,31.94,5,0
748,73.0,1,3,1991,147.9,5,18.3,4.2,11,1
749,72.007,1,0,2179,140.0,7,15.1,9.9,7,1
750,56.778,3,0,1796,186.0,5,11.74,15.46,8,0
751,20.024,3,0,1199,88.7,5,18.2,8.46,4,1
752,42.103,3,0,1496,88.73,5,16.78,3.25,9,1
753,67.147,3,0,796,46.3,5,19.7,2.6,10,1
754,37.806,3,0,1197,81.8,5,20.4,5.2,6,1
755,85.0,3,3,998,66.1,5,19.0,1.8,13,1
756,35.0,3,0,624,37.48,4,25.4,1.6,11,1
757,72.035,1,0,1498,99.0,5,25.5,2.5,7,1
758,48.5,3,0,1368,90.0,5,16.0,2.5,11,1
759,28.854,3,0,1196,86.8,5,18.16,6.7,5,1
760,92.45,3,0,1590,94.0,5,15.4,1.2,17,1
761,14.351,1,0,1995,184.0,5,18.88,35.55,6,0
762,51.087,1,0,1998,163.7,5,17.9,7.75,5,1
763,50.0,1,0,2609,116.6,8,12.7,1.94,17,1
764,73.0,1,0,1396,69.0,5,25.0,2.2,6,1
765,60.0,1,0,1991,147.9,4,18.1,3.8,11,0
766,50.0,1,0,2494,102.0,8,12.8,15.65,6,1
767,36.797,1,0,2143,167.62,5,19.27,39.47,4,0
768,50.0,3,2,1197,85.8,5,18.5,1.5,11,1
769,94.0,1,0,2494,102.0,8,12.8,8.85,9,1
770,74.0,1,2,2982,168.5,7,12.55,17.9,9,1
771,41.016,3,2,1197,78.9,5,16.95,5.08,8,0
772,67.0,1,0,1582,126.32,5,22.32,6.25,10,1
773,76.927,1,0,1968,174.33,5,15.73,22.75,7,0
774,17.088,3,0,1199,79.4,5,18.6,1.46,12,1
775,112.808,1,2,1399,68.0,5,17.8,2.05,15,1
776,74.98,1,0,1399,68.0,5,20.0,4.08,8,1
777,44.6,3,0,998,67.04,5,23.1,4.55,8,0
778,37.0,1,0,2143,107.3,5,20.0,14.0,9,0
779,21.0,3,0,1591,121.3,5,15.8,10.9,6,1
780,81.245,3,0,998,67.1,5,18.9,2.45,12,1
781,70.0,1,0,2148,170.0,5,10.0,15.8,9,0
782,4.018,3,0,1499,110.4,5,18.88,8.25,5,1
783,70.0,1,2,1995,148.0,5,13.73,8.5,9,0
784,56.532,1,0,2179,140.0,7,16.0,15.54,6,1
785,26.875,3,0,796,34.2,8,16.8,2.35,9,1
786,72.599,3,0,998,67.04,5,22.5,4.32,7,1
787,205.0,1,2,2499,141.0,7,13.1,3.9,14,1
788,98.0,1,2,1582,126.32,5,22.32,5.2,11,1
789,19.5,3,0,1197,81.83,5,18.6,5.85,4,1
790,68.0,3,2,1373,93.7,7,16.02,6.25,9,1
791,19.654,1,0,2179,155.0,7,14.0,17.63,3,0
792,26.0,1,0,1248,88.5,5,23.65,9.75,5,1
794,75.02,1,0,1199,73.9,5,22.07,4.1,11,1
795,157.0,1,0,2982,168.5,7,12.55,11.99,11,1
796,43.773,1,0,2179,140.0,7,16.0,13.54,5,1
797,21.0,1,0,2143,201.15,5,17.9,56.0,6,0
798,23.28,3,0,1199,88.7,5,18.7,6.5,6,1
799,88.0,1,0,1248,74.0,5,23.4,4.75,9,1
800,67.0,3,0,1591,121.3,5,17.01,5.6,8,1
802,11.0,3,0,1197,81.83,5,18.6,6.35,4,1
803,60.669,3,0,1497,116.3,5,16.8,4.95,9,1
804,12.0,1,0,1498,98.6,5,27.4,8.5,4,1
805,35.0,3,0,1591,121.3,5,17.1,4.5,9,1
806,65.0,1,0,1498,98.6,7,24.2,5.5,7,1
807,39.929,1,0,1248,88.8,7,20.77,6.56,9,1
808,49.0,3,0,998,67.1,5,24.07,2.3,8,1
809,77.757,1,2,2446,75.0,10,13.1,3.5,18,1
810,21.456,3,0,1197,78.9,5,20.36,4.55,6,1
811,74.0,1,2,1896,105.0,5,17.0,7.75,13,0
812,37.0,3,2,1197,81.83,5,18.6,5.25,7,1
813,108.64,1,0,2993,235.0,5,11.5,23.29,9,0
814,38.0,1,0,1995,190.0,5,22.69,23.99,6,0
815,80.0,3,0,1399,92.7,5,14.49,1.79,12,1
816,47.0,1,2,2143,203.0,5,14.21,13.9,11,0
817,31.0,1,0,1968,174.33,5,17.68,18.95,9,0
818,40.0,3,0,998,67.04,5,20.51,2.49,8,1
819,4.152,3,0,799,53.3,5,25.17,3.15,6,1
820,51.0,1,0,1498,108.62,5,21.66,6.45,5,1
821,55.0,1,0,1199,73.9,5,22.07,4.25,9,1
822,58.5,3,0,796,47.3,5,22.74,2.75,8,1
823,58.62,3,0,1197,81.83,5,18.6,7.14,5,1
824,29.605,3,0,1197,74.0,5,18.3,2.44,10,1
825,71.172,3,3,1197,80.0,5,17.0,3.5,10,1
826,12.0,1,0,1396,88.73,5,22.54,7.3,5,1
827,25.0,3,0,998,67.04,5,20.51,2.75,8,1
828,43.0,1,2,1396,88.73,5,22.54,8.2,5,1
829,57.022,3,0,1197,103.6,5,17.21,6.51,7,0
830,92.0,1,0,1399,68.05,5,20.0,4.25,7,1
831,33.372,3,2,1197,85.8,5,18.6,6.21,8,1
832,52.625,1,0,1120,70.0,5,24.0,4.58,6,1
833,215.0,1,0,2179,118.3,7,14.02,7.5,6,1
834,65.537,0,0,796,38.4,5,26.83,2.1,10,1
835,60.138,3,0,1086,68.05,5,19.81,4.09,8,1
836,84.0,1,0,1968,141.0,5,19.3,10.75,8,0
837,47.0,1,0,2993,258.0,7,15.97,41.5,8,0
838,33.45,3,0,998,67.04,5,23.1,4.4,8,0
839,125.0,1,2,1598,103.6,5,20.54,6.25,9,1
840,99.606,1,2,1995,181.0,5,16.07,10.5,11,0
841,64.0,1,0,1248,88.8,7,20.77,7.25,8,1
842,51.0,1,0,1399,68.05,5,20.0,3.2,9,1
843,57.0,3,0,1198,74.0,5,16.47,3.95,8,1
844,48.04,1,2,2967,241.38,5,16.77,12.07,13,0
845,43.2,1,0,2393,147.8,7,13.68,18.6,5,1
846,66.0,1,0,1582,126.3,5,22.32,5.7,9,0
847,31.0,3,0,1086,62.1,5,17.92,1.75,9,1
848,46.0,1,2,1968,147.51,5,16.55,10.99,11,0
849,47.346,1,0,1968,147.51,5,16.55,14.5,10,0
850,100.0,1,0,1896,105.0,5,17.0,3.11,13,1
851,63.856,3,0,1997,153.86,5,13.7,13.96,7,0
852,72.996,1,0,1582,126.32,5,22.32,7.11,7,1
853,23.0,1,0,1498,98.6,7,24.5,6.9,8,1
854,15.985,3,0,1197,81.83,5,18.6,7.77,4,1
855,98.0,1,2,2494,102.0,8,12.8,5.5,11,1
856,70.089,3,0,1197,81.83,5,18.6,5.35,8,1
857,99.0,1,2,2523,63.0,7,13.6,4.5,11,1
858,72.0,1,0,1498,103.2,5,20.34,4.75,8,1
859,44.194,1,0,2179,187.7,5,16.36,32.8,7,0
860,102.0,3,0,993,60.0,5,17.3,0.7,17,1
861,56.652,1,0,2987,258.0,5,13.0,50.29,4,0
862,41.65,1,2,2982,171.0,7,11.5,10.99,12,1
863,61.717,3,0,1197,82.0,5,18.9,5.57,7,0
864,25.302,1,0,1186,73.97,5,25.4,5.9,4,1
865,47.016,3,0,1591,121.3,5,15.29,9.43,6,1
866,69.0,3,0,1197,78.9,5,20.36,2.9,12,1
867,32.7,3,0,1198,86.8,5,19.4,3.68,6,1
868,101.337,1,0,2982,168.5,7,12.55,21.67,7,0
869,59.0,1,0,1968,140.0,5,16.55,12.5,11,0
870,41.736,1,0,2755,171.5,7,11.36,19.92,4,0
871,71.649,1,0,1498,98.6,5,25.1,6.75,8,1
872,80.606,1,0,1498,98.6,5,25.1,6.96,7,1
873,63.262,3,0,999,67.0,5,21.7,3.25,5,1
874,5.456,1,0,1248,74.0,5,28.4,8.65,4,1
875,7.5,3,0,998,67.04,5,23.1,5.0,5,0
876,66.0,1,0,2179,140.0,7,15.1,5.5,11,1
877,66.77,3,2,1197,78.9,5,20.36,2.6,12,1
878,58.472,3,0,1086,68.05,5,19.81,3.41,8,1
879,46.687,3,0,1197,81.8,5,22.0,2.7,11,1
880,77.0,3,1,1995,163.5,5,9.7,5.5,14,0
881,7.0,3,0,1984,226.6,4,14.33,35.0,10,0
882,48.0,3,2,1991,184.0,5,14.74,9.75,11,0
883,47.0,1,0,1461,84.8,5,21.64,4.25,9,1
884,51.53,3,0,998,67.1,5,18.9,3.2,7,1
885,25.789,1,2,1248,74.0,5,23.4,6.85,8,1
886,48.0,1,0,1498,98.6,5,25.8,4.5,7,1
887,52.0,1,0,1248,74.0,5,28.4,3.55,10,1
888,95.637,0,2,1495,93.7,5,13.2,1.9,12,1
889,131.0,1,0,2609,120.0,7,10.5,3.6,14,1
890,42.076,1,0,2143,201.1,5,13.0,21.8,7,0
891,76.0,1,2,2982,168.5,7,13.0,13.5,10,1
892,20.487,3,0,799,53.64,5,22.7,2.66,6,1
893,43.0,3,2,1497,116.3,5,16.8,3.75,12,1
894,17.0,3,0,2494,158.2,5,19.16,32.0,4,0
895,60.805,1,0,1498,98.6,5,26.0,8.07,6,1
896,58.775,1,0,1968,138.1,5,19.33,5.64,10,1
897,70.181,1,0,1968,174.33,5,17.68,23.99,9,0
898,85.827,1,0,1248,88.76,7,20.77,7.5,6,1
899,58.205,1,0,2143,167.62,5,19.27,27.0,6,0
900,91.0,1,2,1248,73.9,5,19.3,2.85,14,1
901,74.0,1,0,1461,108.45,5,19.01,6.35,10,1
902,79.324,1,0,1248,73.9,5,21.1,3.3,12,1
903,38.623,3,0,1197,85.8,5,19.1,5.0,9,1
904,59.923,1,0,1248,74.0,5,22.9,6.46,8,1
905,23.36,3,0,814,55.2,5,21.1,3.75,5,1
906,61.495,3,3,993,60.0,5,17.3,1.52,19,1
907,56.661,3,0,1196,73.0,7,15.1,3.61,10,1
908,40.318,1,0,1968,174.3,5,14.16,43.74,5,0
909,60.0,1,0,1968,174.33,5,15.73,20.0,8,0
911,130.0,1,0,1248,73.9,5,19.3,3.65,12,1
912,20.0,1,0,1978,83.1,10,14.07,5.25,9,1
913,76.0,1,0,2993,258.0,7,15.97,58.0,6,0
914,30.0,3,0,1497,117.3,5,18.0,8.65,7,0
915,150.0,1,0,1396,69.01,5,25.0,2.5,7,1
916,28.0,3,0,1197,103.6,5,16.93,7.75,8,0
917,74.0,3,0,998,67.04,5,23.1,4.15,7,1
918,75.0,1,0,2982,171.0,7,11.5,10.85,11,1
919,76.0,3,2,2360,170.0,5,11.3,5.53,12,0
920,64.889,1,0,1896,105.0,5,15.5,11.5,8,0
922,43.0,1,0,1582,126.2,5,19.67,9.25,7,1
923,47.49,3,0,1198,75.0,5,17.5,2.29,11,1
924,80.0,1,0,1498,98.59,5,22.77,7.0,7,1
925,60.0,3,2,1061,64.0,5,18.2,1.65,15,1
926,6.006,3,0,1373,91.1,5,20.73,8.25,5,1
