,Name,Manufacturer,Location,km_Driven,Fuel_Type,Owner_Type,Engine CC,Power(bhp),Seats,Mileage Km/L,Price,Brand,No of Years,Transmission_Manual
208,Honda Amaze S Diesel,Honda,Kolkata,45.0,Diesel,First,1498,98.6,5,27.4,3.25,Honda,9,1
209,Hyundai Verna 1.6 SX,Hyundai,Jaipur,117.837,Diesel,Second,1582,126.32,5,22.32,4.75,Hyundai,10,1
210,Renault Duster 85PS Diesel RxL Optional,Renault,Mumbai,30.0,Diesel,First,1461,83.8,5,20.46,5.95,Renault,8,1
211,Hyundai Creta 1.6 VTVT S,Hyundai,Delhi,27.057,Petrol,Second,1591,121.3,5,15.29,8.15,Hyundai,7,1
212,Maruti Wagon R AMT VXI,Maruti,Mumbai,8.5,Petrol,First,998,67.0,5,20.51,4.22,Maruti,6,0
213,Mercedes-Benz New C-Class C250 Avantgarde,MercedesBenz,Kolkata,30.5,Petrol,First,1796,186.0,5,11.74,10.5,Mercedes-Benz,12,0
214,Audi A8 L 3.0 TDI quattro,Audi,Delhi,56.0,Diesel,First,2967,246.7,5,11.8,45.0,Audi,10,0
215,Hyundai i10 Magna 1.1,Hyundai,Pune,44.0,Petrol,Second,1086,68.05,5,19.81,2.9,Hyundai,10,1
216,Skoda Rapid 1.6 MPI AT Style Black Package,Skoda,Mumbai,10.5,Petrol,First,1598,103.52,5,14.3,8.9,Skoda,5,0
217,Skoda Superb Style 1.8 TSI AT,Skoda,Hyderabad,26.0,Petrol,First,1798,177.46,5,14.67,26.0,Skoda,5,0
218,Hyundai i20 Active 1.2 SX,Hyundai,Coimbatore,25.166,Petrol,First,1197,81.86,5,17.19,8.22,Hyundai,4,1
219,Honda Amaze VX i-DTEC,Honda,Kolkata,64.0,Diesel,Second,1498,98.6,5,25.8,3.5,Honda,8,1
220,Maruti Wagon R LXI,Maruti,Chennai,61.0,Petrol,Second,998,67.1,5,18.9,1.25,Maruti,18,1
221,Mahindra Verito 1.5 D4 BSIV,Mahindra,Hyderabad,107.0,Diesel,First,1461,65.0,5,21.03,3.7,Mahindra,9,1
222,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,MercedesBenz,Coimbatore,29.161,Diesel,First,2143,167.62,5,19.27,39.41,Mercedes-Benz,4,0
223,Maruti Wagon R VXI,Maruti,Kolkata,32.0,Petrol,First,998,67.04,5,22.5,2.65,Maruti,9,1
224,Nissan Terrano XV Premium 110 PS Anniversary Edition,Nissan,Coimbatore,46.173,Diesel,Second,1461,108.5,5,19.01,8.92,Nissan,7,1
225,Maruti Swift VDI BSIV,Maruti,Delhi,47.0,Diesel,First,1248,74.0,5,17.8,4.1,Maruti,9,1
226,Mini Cooper Convertible S,Mini,Kochi,26.327,Petrol,First,1998,189.08,4,16.82,35.67,Mini,5,0
227,Tata Indica V2 DLS BSII,Tata,Jaipur,200.0,Diesel,Second,1396,53.5,5,17.2,0.85,Tata,15,1
228,Chevrolet Beat LT,Chevrolet,Kochi,60.813,Petrol,Second,1199,76.8,5,18.6,3.32,Chevrolet,6,1
229,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Mumbai,45.0,Diesel,First,1199,73.9,5,22.07,3.6,Volkswagen,10,1
230,Maruti Swift ZDi,Maruti,Hyderabad,64.0,Diesel,First,1248,74.0,5,22.9,6.8,Maruti,6,1
231,Ford Figo Diesel EXI,Ford,Kolkata,41.284,Diesel,First,1399,68.05,5,20.0,2.5,Ford,10,1
232,Toyota Innova Crysta 2.8 GX AT,Toyota,Kochi,14.165,Diesel,First,2755,171.5,7,11.36,19.64,Toyota,3,0
233,Hyundai Santa Fe 4x4 AT,Hyundai,Mumbai,67.0,Diesel,Second,2199,194.3,7,11.72,7.0,Hyundai,11,0
234,Honda City i-VTEC V,Honda,Kolkata,32.572,Petrol,First,1497,117.3,5,17.4,3.87,Honda,11,1
235,Hyundai i20 1.2 Magna Executive,Hyundai,Kochi,14.96,Petrol,First,1197,81.83,5,18.6,6.27,Hyundai,4,1
236,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,MercedesBenz,Kochi,55.98,Diesel,First,2143,167.62,5,19.27,18.12,Mercedes-Benz,7,0
237,Chevrolet Beat Diesel LT,Chevrolet,Mumbai,74.0,Diesel,First,936,57.6,5,25.44,2.65,Chevrolet,9,1
238,Hyundai i20 Sportz 1.4 CRDi,Hyundai,Kochi,56.847,Diesel,First,1396,88.73,5,22.54,7.2,Hyundai,7,1
239,Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,Coimbatore,121.374,Diesel,First,2494,100.6,7,12.99,14.3,Toyota,7,1
240,Maruti Ertiga VDI,Maruti,Chennai,52.0,Diesel,First,1248,88.76,7,20.77,6.9,Maruti,9,1
241,Toyota Innova 2.5 V Diesel 7-seater,Toyota,Mumbai,118.0,Diesel,First,2494,102.0,7,12.8,10.75,Toyota,8,1
242,Hyundai Santro Xing XO eRLX Euro II,Hyundai,Mumbai,72.0,Petrol,Third,1086,74.0,5,17.0,0.95,Hyundai,15,1
243,Honda City i VTEC V,Honda,Kochi,33.915,Petrol,First,1497,117.3,5,17.8,8.09,Honda,6,1
244,BMW X1 sDrive20d,BMW,Ahmedabad,82.002,Diesel,First,1995,184.0,5,17.05,18.5,BMW,8,0
245,Hyundai Grand i10 CRDi Era,Hyundai,Mumbai,33.0,Diesel,First,1120,70.0,5,24.0,4.75,Hyundai,5,1
246,Maruti Ciaz 1.3 Alpha,Maruti,Chennai,34.0,Diesel,First,1248,88.5,5,28.09,8.45,Maruti,6,1
247,Skoda Rapid Leisure 1.6 TDI MT,Skoda,Kolkata,55.0,Diesel,First,1598,103.6,5,20.5,3.5,Skoda,10,1
248,Hyundai Accent CRDi,Hyundai,Kochi,160.538,Diesel,First,1493,82.0,5,13.1,1.8,Hyundai,16,1
249,Volkswagen Polo GT 1.5 TDI,Volkswagen,Jaipur,60.0,Diesel,Second,1498,103.6,5,19.91,3.7,Volkswagen,8,1
250,Honda Jazz 1.2 VX i VTEC,Honda,Coimbatore,49.575,Petrol,First,1199,88.7,5,18.7,7.17,Honda,5,1
251,Hyundai i10 Era,Hyundai,Jaipur,83.0,Petrol,First,1086,68.05,5,19.81,1.75,Hyundai,12,1
252,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Hyundai,Kochi,51.346,Diesel,First,1995,183.0,5,16.38,21.99,Hyundai,4,0
253,Toyota Innova Crysta 2.4 ZX MT,Toyota,Pune,43.0,Diesel,First,2393,147.8,7,13.68,18.65,Toyota,5,1
254,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Maruti,Jaipur,35.0,Petrol,Third,796,35.0,5,19.7,1.85,Maruti,11,1
255,Maruti Swift VXI BSIV,Maruti,Coimbatore,27.872,Petrol,Second,1197,81.8,5,20.4,5.95,Maruti,5,1
256,Hyundai Grand i10 Magna,Hyundai,Mumbai,16.514,Petrol,First,1197,82.0,5,18.9,3.75,Hyundai,8,1
257,Maruti Swift VDI,Maruti,Pune,120.0,Diesel,First,1248,74.0,5,22.9,3.75,Maruti,10,1
258,Hyundai Verna CRDi 1.6 SX,Hyundai,Hyderabad,143.275,Diesel,First,1582,126.2,5,22.0,2.6,Hyundai,14,1
260,Hyundai i20 1.2 Sportz,Hyundai,Mumbai,52.0,Petrol,First,1197,80.0,5,17.0,2.8,Hyundai,12,1
261,Mercedes-Benz GLE 350d,MercedesBenz,Coimbatore,29.819,Diesel,First,2987,254.79,5,11.57,61.29,Mercedes-Benz,5,0
262,Mercedes-Benz New C-Class C 220 CDI CLASSIC,MercedesBenz,Bangalore,57.0,Diesel,Second,2148,170.0,5,15.8,18.0,Mercedes-Benz,8,1
263,Maruti Ritz ZDi,Maruti,Hyderabad,88.5,Diesel,First,1248,73.94,5,23.2,4.35,Maruti,8,1
264,Hyundai Creta 1.6 CRDi SX,Hyundai,Bangalore,28.0,Diesel,First,1582,126.2,5,19.67,13.75,Hyundai,6,1
265,Maruti A-Star Vxi,Maruti,Pune,67.0,Petrol,First,998,66.1,5,19.0,2.0,Maruti,12,1
266,Renault Duster 110PS Diesel RXZ Option,Renault,Delhi,26.0,Diesel,First,1461,108.45,5,19.64,10.0,Renault,6,1
267,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Fiat,Delhi,120.0,Diesel,First,1248,76.0,5,17.8,1.65,Fiat,12,1
268,BMW X3 xDrive30d M Sport,BMW,Coimbatore,51.982,Diesel,First,2993,258.0,5,16.55,45.77,BMW,5,0
269,Hyundai i10 Sportz,Hyundai,Bangalore,36.0,Petrol,Second,1197,78.9,5,20.36,3.25,Hyundai,12,1
270,Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,Pune,47.0,Diesel,First,2494,102.0,7,12.8,12.8,Toyota,6,1
271,Maruti Zen VXI BSII,Maruti,Mumbai,60.0,Petrol,Third,993,60.0,5,17.3,0.55,Maruti,20,1
272,Maruti Swift VDI,Maruti,Hyderabad,31.025,Diesel,First,1248,74.0,5,28.4,7.15,Maruti,4,1
273,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,Pune,105.0,Diesel,Second,2179,120.0,8,12.05,7.0,Mahindra,9,1
274,Tata Zest Quadrajet 1.3 75PS XE,Tata,Pune,121.9,Diesel,First,1248,74.0,5,22.95,3.75,Tata,5,1
275,Ford EcoSport 1.0 Ecoboost Titanium Plus,Ford,Mumbai,22.695,Petrol,First,999,123.24,5,18.88,8.5,Ford,5,1
276,Maruti Swift Dzire ZDI,Maruti,Jaipur,73.0,Diesel,First,1248,74.0,5,23.4,4.35,Maruti,10,1
277,Maruti Alto 800 LXI,Maruti,Kochi,32.227,Petrol,First,796,47.3,5,22.74,3.26,Maruti,6,1
278,Honda City 1.5 S MT,Honda,Jaipur,55.0,Petrol,First,1497,118.0,5,17.0,4.21,Honda,11,1
279,Audi Q7 3.0 TDI Quattro Technology,Audi,Kochi,11.287,Diesel,First,2967,241.4,7,12.07,70.36,Audi,4,0
280,Skoda Laura 1.9 TDI AT Ambiente,Skoda,Mumbai,48.0,Diesel,Second,1896,105.0,5,17.0,2.95,Skoda,13,0
281,Hyundai Verna 1.6 SX VTVT (O),Hyundai,Kochi,54.308,Petrol,First,1591,121.3,5,17.1,4.28,Hyundai,10,1
282,Honda City 1.5 V AT,Honda,Jaipur,78.442,Petrol,First,1497,118.0,5,16.8,3.57,Honda,13,0
283,Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,Kolkata,46.0,Diesel,First,1396,88.8,5,21.9,3.11,Hyundai,9,1
284,Hyundai i20 Sportz AT 1.4,Hyundai,Coimbatore,45.051,Petrol,First,1396,98.6,5,15.0,5.96,Hyundai,8,0
285,Volkswagen Vento Diesel Highline,Volkswagen,Hyderabad,69.0,Diesel,First,1598,103.6,5,20.54,4.7,Volkswagen,11,1
286,Honda City i VTEC VX,Honda,Ahmedabad,49.0,Petrol,First,1497,117.3,5,17.4,6.9,Honda,8,1
287,Tata Zest Quadrajet 1.3 75PS XE,Tata,Pune,45.0,Diesel,First,1248,74.0,5,22.95,5.25,Tata,4,1
288,BMW 5 Series 2003-2012 520d,BMW,Pune,64.0,Diesel,First,1995,177.0,5,18.48,28.0,BMW,7,0
289,Maruti Wagon R LXI Minor,Maruti,Delhi,60.0,Petrol,First,1061,67.0,5,18.9,1.35,Maruti,13,1
290,Honda Jazz VX,Honda,Delhi,62.178,Petrol,First,1199,88.7,5,18.2,4.85,Honda,7,1
291,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Volkswagen,Coimbatore,58.006,Diesel,First,1896,105.0,5,15.0,6.7,Volkswagen,10,1
292,Hyundai i10 Magna 1.2,Hyundai,Hyderabad,74.0,Petrol,First,1197,78.9,5,20.36,3.1,Hyundai,12,1
293,Mercedes-Benz New C-Class C 220 CDI Avantgarde,MercedesBenz,Kochi,77.771,Diesel,First,2143,170.0,5,19.27,18.64,Mercedes-Benz,7,0
294,Hyundai i10 Magna 1.2 iTech SE,Hyundai,Pune,45.275,Petrol,First,1197,78.9,5,20.36,2.8,Hyundai,10,1
295,Toyota Innova Crysta 2.4 ZX MT,Toyota,Chennai,48.0,Diesel,First,2393,147.8,7,13.68,20.25,Toyota,6,1
296,Audi A6 2011-2015 2.0 TDI Technology,Audi,Kochi,31.652,Diesel,First,1968,174.33,5,17.68,26.78,Audi,7,0
297,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Hyderabad,109.0,Diesel,Second,2494,100.6,7,12.99,8.26,Toyota,12,1
298,Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Mumbai,31.978,Petrol,First,1198,73.9,5,16.47,3.89,Volkswagen,7,1
299,Maruti Alto K10 LXI,Maruti,Hyderabad,70.0,Petrol,First,998,67.1,5,20.92,2.1,Maruti,11,1
300,Honda City i-VTEC CVT ZX,Honda,Mumbai,15.0,Petrol,First,1497,117.3,5,18.0,12.69,Honda,5,0
301,Tata Indigo LX,Tata,Coimbatore,59.138,Diesel,First,1405,70.0,5,17.0,2.58,Tata,9,1
302,Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Kochi,61.726,Diesel,First,1968,174.33,5,17.68,20.77,Audi,8,0
303,Mercedes-Benz GLA Class 200 CDI SPORT,MercedesBenz,Delhi,48.0,Diesel,First,2143,136.0,5,17.9,20.26,Mercedes-Benz,7,0
305,Maruti Swift VDI BSIV,Maruti,Kolkata,60.02,Diesel,First,1248,74.0,5,17.8,2.5,Maruti,11,1
306,Maruti Celerio VXI AT,Maruti,Hyderabad,77.815,Petrol,First,998,67.04,5,23.1,4.25,Maruti,8,0
307,Mercedes-Benz GLE 250d,MercedesBenz,Hyderabad,29.0,Diesel,First,2143,201.15,5,17.9,57.0,Mercedes-Benz,5,0
308,Land Rover Range Rover HSE Dynamic,Land,Delhi,44.0,Diesel,First,2179,187.7,5,12.7,44.0,Land,5,0
309,Volkswagen Vento Diesel Trendline,Volkswagen,Hyderabad,108.626,Diesel,First,1598,103.6,5,20.54,3.65,Volkswagen,11,1
310,Maruti Omni 8 Seater BSIV,Maruti,Hyderabad,71.791,Petrol,First,796,35.0,5,14.0,2.05,Maruti,10,1
311,Honda Brio 1.2 VX MT,Honda,Kochi,91.931,Petrol,First,1198,86.8,5,18.5,3.13,Honda,10,1
312,Tata Sumo Delux,Tata,Hyderabad,158.0,Diesel,Second,2956,83.1,7,14.07,1.5,Tata,22,1
313,Tata Indica Vista Aura 1.3 Quadrajet,Tata,Pune,91.183,Diesel,First,1248,75.0,5,18.0,2.85,Tata,10,1
314,Maruti Wagon R LXI BS IV,Maruti,Delhi,65.0,Petrol,First,998,67.1,5,18.9,2.65,Maruti,10,1
315,Mahindra XUV500 W8 4WD,Mahindra,Hyderabad,88.428,Diesel,First,2179,140.0,7,16.0,10.6,Mahindra,7,1
316,Tata Indigo LS Dicor,Tata,Pune,138.0,Diesel,Second,1396,70.0,5,17.1,1.25,Tata,14,1
317,Maruti Ertiga Paseo VXI,Maruti,Mumbai,18.0,Petrol,First,1373,93.7,7,16.02,8.25,Maruti,4,1
318,Honda Accord 2.4 A/T,Honda,Mumbai,60.0,Petrol,First,2354,177.6,5,11.7,4.45,Honda,11,0
319,Maruti Swift Dzire VDi,Maruti,Kolkata,48.0,Diesel,First,1248,73.9,5,19.3,3.7,Maruti,10,1
320,Ford Fiesta EXi 1.4 TDCi Ltd,Ford,Hyderabad,160.0,Diesel,First,1399,68.0,5,17.8,2.8,Ford,13,1
321,Honda City ZX GXi,Honda,Kolkata,40.0,Petrol,First,1497,78.0,5,17.7,1.8,Honda,14,1
322,Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Kochi,51.495,Diesel,First,1968,174.33,5,17.68,21.95,Audi,8,0
324,Audi Q7 45 TDI Quattro Technology,Audi,Coimbatore,97.43,Diesel,First,2967,245.0,7,14.75,62.67,Audi,5,0
325,Maruti Zen Estilo LXI Green (CNG),Maruti,Pune,42.496,CNG,First,998,67.1,5,26.3,1.4,Maruti,14,1
326,Hyundai i20 1.4 CRDi Asta,Hyundai,Pune,83.0,Diesel,First,1396,90.0,5,23.0,5.5,Hyundai,10,1
327,Hyundai i10 Sportz AT,Hyundai,Bangalore,37.0,Petrol,Third,1197,78.9,5,16.95,2.95,Hyundai,13,0
328,Honda Jazz 1.2 V CVT i VTEC,Honda,Kochi,28.503,Petrol,First,1199,88.7,5,19.0,6.86,Honda,6,0
329,Maruti Swift VDI BSIV,Maruti,Hyderabad,76.496,Diesel,First,1248,74.0,5,25.2,6.15,Maruti,7,1
330,Hyundai i20 Asta 1.2,Hyundai,Pune,79.152,Petrol,Second,1197,82.85,5,18.5,3.3,Hyundai,11,1
331,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Kolkata,32.0,Petrol,First,1198,73.9,5,16.47,2.55,Volkswagen,11,1
332,Maruti Alto LXi,Maruti,Ahmedabad,35.0,Petrol,First,796,46.3,5,19.7,1.5,Maruti,13,1
333,Toyota Corolla H4,Toyota,Chennai,105.0,Petrol,Second,1794,125.0,5,11.3,2.5,Toyota,18,0
334,Maruti Alto LXi,Maruti,Chennai,56.0,Petrol,Second,796,46.3,5,19.7,1.4,Maruti,16,1
335,Tata Manza ELAN Quadrajet BS IV,Tata,Pune,73.0,Diesel,First,1248,88.8,5,21.12,3.4,Tata,10,1
336,Maruti Alto LXi,Maruti,Pune,38.0,Petrol,First,796,46.3,5,19.7,2.25,Maruti,10,1
338,Toyota Corolla H4,Toyota,Kolkata,80.0,Petrol,First,1794,125.0,5,11.3,2.8,Toyota,14,0
339,Hyundai i20 Asta Option 1.2,Hyundai,Coimbatore,24.973,Petrol,First,1197,81.83,5,18.6,7.66,Hyundai,6,1
340,Maruti Vitara Brezza LDi,Maruti,Chennai,45.0,Diesel,First,1248,88.5,5,24.3,7.15,Maruti,6,1
341,Honda City 1.5 V MT,Honda,Delhi,87.43,Petrol,First,1497,118.0,5,17.0,3.5,Honda,12,1
342,Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Hyderabad,133.944,Diesel,Second,1248,75.0,5,18.0,3.5,Tata,8,1
343,Honda Amaze S i-Dtech,Honda,Kolkata,57.0,Diesel,First,1498,98.6,5,25.8,3.45,Honda,9,1
344,Hyundai EON D Lite Plus,Hyundai,Coimbatore,27.904,Petrol,First,814,55.2,5,21.1,3.55,Hyundai,6,1
345,BMW 3 Series Luxury Line,BMW,Kochi,30.717,Diesel,Second,1995,190.0,5,21.76,25.99,BMW,7,0
346,Hyundai Verna 1.6 SX,Hyundai,Bangalore,80.0,Diesel,First,1582,126.32,5,22.32,5.25,Hyundai,10,1
347,Tata Manza Club Class Quadrajet90 LS,Tata,Ahmedabad,47.304,Diesel,First,1248,88.8,5,21.02,2.9,Tata,9,1
348,Skoda Octavia RS,Skoda,Jaipur,100.0,Petrol,First,1984,227.0,5,14.45,2.05,Skoda,17,0
349,Maruti Alto K10 VXI,Maruti,Pune,30.0,Petrol,First,998,67.1,5,24.07,3.75,Maruti,5,1
350,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Mumbai,68.0,Diesel,First,1498,89.84,5,22.7,6.75,Ford,8,1
351,Chevrolet Spark 1.0 LS,Chevrolet,Kolkata,21.0,Petrol,Second,995,62.0,5,18.0,0.95,Chevrolet,11,1
352,Jaguar XF 2.0 Diesel Portfolio,Jaguar,Hyderabad,21.0,Diesel,First,1999,177.0,5,19.33,52.0,Jaguar,5,0
353,Honda CR-V RVi MT,Honda,Jaipur,119.0,Petrol,Third,1997,141.1,5,13.1,3.91,Honda,15,1
354,Skoda Superb L&K 1.8 TSI AT,Skoda,Kochi,13.747,Petrol,First,1798,177.46,5,14.67,27.3,Skoda,3,0
356,Maruti Swift LDI,Maruti,Delhi,70.0,Diesel,First,1248,74.0,5,22.9,3.5,Maruti,9,1
357,Maruti Swift Dzire VXi AT,Maruti,Mumbai,18.0,Petrol,First,1197,83.14,5,18.5,6.2,Maruti,6,0
358,Nissan Micra Diesel XV,Nissan,Chennai,83.0,Diesel,First,1461,63.1,5,23.08,2.75,Nissan,11,1
359,Maruti Swift Dzire Tour LDI,Maruti,Mumbai,130.0,Diesel,First,1248,74.0,5,23.4,3.25,Maruti,7,1
360,Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Pune,63.4,Diesel,First,1399,67.0,5,17.8,3.25,Ford,10,1
361,Maruti Zen LX,Maruti,Kolkata,65.0,Petrol,First,993,60.0,5,17.3,0.65,Maruti,19,1
362,Mini Clubman Cooper S,Mini,Pune,8.35,Petrol,First,1998,192.0,5,13.8,35.0,Mini,5,1
363,Toyota Etios GD,Toyota,Kolkata,45.0,Diesel,First,1364,67.05,5,23.59,3.25,Toyota,8,1
364,Maruti Alto 800 2016-2019 LXI,Maruti,Kolkata,26.2,Petrol,First,796,47.3,5,24.7,2.9,Maruti,4,1
365,Maruti Alto VXi,Maruti,Bangalore,11.0,Petrol,Third,796,47.0,5,18.9,2.9,Maruti,11,1
366,BMW X5 3.0d,BMW,Bangalore,90.0,Diesel,Second,2993,235.0,5,11.0,17.75,BMW,13,0
367,Nissan Teana XV,Nissan,Mumbai,74.0,Petrol,Second,2496,179.5,5,11.07,8.25,Nissan,7,0
368,Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,37.081,Petrol,First,1197,82.0,5,18.9,5.77,Hyundai,7,0
369,Maruti Vitara Brezza ZDi Plus,Maruti,Hyderabad,39.0,Diesel,First,1248,88.5,5,24.3,9.49,Maruti,5,1
370,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Mumbai,99.0,Diesel,Third,2967,241.4,7,12.07,12.95,Audi,14,0
371,Mercedes-Benz GLA Class 200 CDI,MercedesBenz,Chennai,38.0,Diesel,First,2143,136.0,5,17.9,20.0,Mercedes-Benz,7,0
372,Maruti 800 AC,Maruti,Chennai,72.0,Petrol,Third,796,37.0,4,16.1,1.0,Maruti,15,1
373,Renault Duster 85PS Diesel RxL,Renault,Chennai,93.0,Diesel,Second,1461,83.8,5,20.45,7.1,Renault,7,1
374,Toyota Corolla Altis D-4D GL,Toyota,Mumbai,5.9,Diesel,First,1364,87.2,5,21.43,16.5,Toyota,5,1
375,Mercedes-Benz New C-Class 220,MercedesBenz,Chennai,25.0,Diesel,First,2148,170.0,5,15.8,26.0,Mercedes-Benz,8,1
376,Maruti Ritz VDi,Maruti,Hyderabad,68.0,Diesel,Second,1248,73.9,5,21.1,3.2,Maruti,12,1
377,Honda BRV i-VTEC V CVT,Honda,Kochi,35.676,Petrol,First,1497,117.3,7,16.0,9.48,Honda,5,0
378,Hyundai Xcent 1.1 CRDi Base,Hyundai,Kochi,74.31,Diesel,First,1120,71.0,5,24.4,4.0,Hyundai,7,1
379,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,MercedesBenz,Jaipur,59.364,Diesel,First,2143,203.0,5,14.21,26.5,Mercedes-Benz,8,0
380,Mercedes-Benz B Class B180,MercedesBenz,Kochi,41.38,Petrol,Second,1595,120.7,5,14.8,11.77,Mercedes-Benz,8,0
381,Mercedes-Benz E-Class 2015-2017 E250 Edition E,MercedesBenz,Bangalore,33.9,Diesel,First,2143,204.0,5,15.0,37.0,Mercedes-Benz,5,0
382,Honda City i VTEC VX Option,Honda,Mumbai,28.0,Petrol,First,1497,117.3,5,17.8,8.75,Honda,6,1
383,Hyundai Santro Xing XL eRLX Euro III,Hyundai,Hyderabad,50.958,Petrol,First,1086,74.0,5,17.0,1.95,Hyundai,15,1
384,Honda City 1.5 S MT,Honda,Chennai,93.982,Petrol,First,1497,118.0,5,17.0,3.75,Honda,11,1
385,Hyundai Verna Transform VTVT,Hyundai,Pune,95.0,Petrol,First,1599,103.2,5,16.2,2.5,Hyundai,12,1
386,Jaguar XE Portfolio,Jaguar,Mumbai,9.0,Petrol,First,1999,246.74,5,13.5,34.5,Jaguar,5,0
387,Honda Amaze S i-Vtech,Honda,Delhi,52.516,Petrol,First,1198,86.7,5,18.0,4.65,Honda,7,1
388,Mini Cooper Convertible 1.6,Mini,Bangalore,20.0,Petrol,First,1598,122.0,4,18.86,32.0,Mini,7,0
389,Mercedes-Benz S Class 2005 2013 S 350 CDI,MercedesBenz,Coimbatore,56.451,Diesel,First,2987,282.0,5,13.5,62.81,Mercedes-Benz,5,0
390,Hyundai EON Magna Plus,Hyundai,Chennai,37.0,Petrol,First,814,55.2,5,21.1,3.25,Hyundai,8,1
391,Maruti Wagon R VXI BS IV,Maruti,Kolkata,17.4,Petrol,First,998,67.04,5,20.51,3.1,Maruti,8,1
392,Maruti Ritz LDi,Maruti,Coimbatore,90.207,Diesel,First,1248,73.9,5,21.1,3.91,Maruti,11,1
393,BMW 3 Series 320d Sedan,BMW,Chennai,89.616,Diesel,First,1995,181.0,5,16.07,11.0,BMW,11,0
394,Tata Xenon XT EX 4X2,Tata,Pune,85.0,Diesel,First,2179,138.03,5,13.49,3.5,Tata,8,1
395,Audi A3 35 TDI Attraction,Audi,Chennai,79.271,Diesel,First,1968,143.0,5,20.38,16.5,Audi,8,0
396,Land Rover Range Rover 2.2L Dynamic,Land,Hyderabad,56.0,Diesel,First,2179,187.7,5,12.7,30.0,Land,10,0
397,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,MercedesBenz,Pune,85.001,Diesel,Second,2987,224.0,7,12.0,28.0,Mercedes-Benz,12,0
398,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Mitsubishi,Hyderabad,12.0,Diesel,First,2477,175.56,7,13.5,28.0,Mitsubishi,4,0
399,Maruti Alto LX,Maruti,Jaipur,125.0,Petrol,First,796,46.3,5,19.7,0.92,Maruti,12,1
400,Maruti Wagon R LXI BSIII,Maruti,Pune,53.0,Petrol,First,1061,64.0,5,14.0,2.75,Maruti,9,1
401,Land Rover Range Rover 2.2L Prestige,Land,Coimbatore,34.99,Diesel,First,2179,187.7,5,12.7,53.83,Land,5,0
402,Hyundai Verna 1.6 SX VTVT,Hyundai,Pune,49.768,Petrol,Second,1591,121.3,5,17.01,4.95,Hyundai,11,1
403,BMW 5 Series 525d Sedan,BMW,Hyderabad,56.0,Diesel,First,2993,218.0,5,16.73,33.5,BMW,9,0
404,Jaguar XF Diesel,Jaguar,Bangalore,75.0,Diesel,First,2993,270.9,5,14.74,27.95,Jaguar,9,0
405,Skoda Superb Elegance 1.8 TSI AT,Skoda,Hyderabad,57.0,Petrol,First,1798,157.75,5,13.7,7.25,Skoda,12,0
406,Audi Q3 35 TDI Quattro Premium,Audi,Kochi,37.542,Diesel,First,1968,174.33,5,15.73,25.71,Audi,5,0
407,Land Rover Range Rover 2.2L Pure,Land,Coimbatore,95.649,Diesel,First,2179,187.7,5,12.7,29.67,Land,8,0
408,Mercedes-Benz New C-Class 220 CDI AT,MercedesBenz,Jaipur,35.299,Diesel,First,2143,170.0,5,14.84,19.0,Mercedes-Benz,9,0
409,Mahindra Scorpio S10 4WD,Mahindra,Kochi,28.464,Diesel,First,2179,120.0,7,15.4,13.05,Mahindra,5,1
410,BMW 3 Series Luxury Line,BMW,Mumbai,41.0,Diesel,First,1995,190.0,5,21.76,25.5,BMW,7,0
411,Honda BR-V i-VTEC S MT,Honda,Pune,9.0,Petrol,First,1497,117.3,7,15.4,8.5,Honda,5,1
412,Volvo S80 2006-2013 D5,Volvo,Chennai,92.098,Diesel,Second,2400,215.0,5,16.0,7.25,Volvo,12,0
413,Hyundai Accent GLE,Hyundai,Pune,5.834,Petrol,First,1495,94.0,5,13.2,0.8,Hyundai,17,1
414,Hyundai i20 Active SX Petrol,Hyundai,Jaipur,40.25,Petrol,First,1197,81.86,5,17.19,6.9,Hyundai,5,1
416,Hyundai EON Magna Plus,Hyundai,Kolkata,20.8,Petrol,Second,814,55.2,5,21.1,2.25,Hyundai,7,1
